Job Code,City,State,County,Bidding Contractors,Job Status
EAB,,Nevada,Clark County,,Completed
EDD,,Florida,Escambia County,,Completed
EDF,Fort Mohave,Arizona,Mohave County,,In Production
DRB,Georgetown,Texas,,,Completed
DXN,,Florida,St Johns County,,Completed
EIC,Kissimmee,Florida,Osceola County,"Drewry Site Development, Terry Roberts Site Work",Completed
EBN,Castle Rock,Colorado,Douglas County,,Completed
EEB,Slaterville,Utah,,,Completed
DQP,Santa Paula,California,Ventura County,,Quote Sent to Sales
DWP,Mesa,Arizona,Maricopa County,,Completed
EDK,Ellenton,Florida,Manatee County,,Completed
EAT,New Braunfels,Texas,Comal County,,Quote Out for approval
EBW,Kissimmee,Florida,Osceola County,,Completed
EAF,Belleview,Florida,,,Released to Production
EJO,Kissimmee,Florida,Osceola County,"Assured Excavating Inc, Blue Ox, Tucker Paving",In Production
ECE,Palmetto,Florida,Manatee County,,Completed
EBK,Reno,Nevada,Washoe County,,Completed
EGE,Grants Pass,Oregon,,,Completed
DXG,Park City,Utah,Summit County,MVC Const Co Inc,Completed
EBZ,Reno,Nevada,,,Completed
EJI,St. Cloud,Florida,Osceola County,Assured Excavating Inc,In Production
DQP,Santa Paula,California,Ventura County,,Quote Sent to Sales
EJS,,Florida,Manatee County,,In Production
EKD,,Florida,Manatee County,Holland Enterprises,In Production
ECI,Alvin,Texas,,,Released to Production
EFW,Charlotte,North Carolina,,,Completed
EKC,Delco,Texas,,,Released to Production
DYC,,Florida,Osceola County,Blue Ox,Quote Sent to Sales
EBN,Castle Rock,Colorado,Douglas County,,Completed
EAZ,Yucca Valley,California,,,Completed
EIW,Kissimmee,Florida,Osceola County,JMHC,In Production
EJU,San Antonio,Texas,,,Submittal Out For Approval
DMI,Mobile,Alabama,,,Quote Sent to Sales
DGV,,Florida,Polk County,Felix Associates of Florida,Quote Sent to Sales
EAJ,City of Aubrey,Texas,Denton County,,Completed
EJF,,Florida,Okaloosa County,,In Production
ECP,Scottsdale,Arizona,,,Completed
DTZ,St. Cloud,Florida,Osceola County,JR Davis,Quote Sent to Sales
EBC,Dallas,Texas,,,Released to Production
EBZ,Reno,Nevada,,,Completed
EBC,Dallas,Texas,,,Released to Production
EJB,City of Huntsville,Texas,,,Released to Production
ELE,San Luis,Arizona,,,Released to Production
EEG,Jacksonville,Florida,Duval County,,Completed
EMF,Haines City,Florida,Polk County,,Released to Production
EDE,,Florida,Escambia County,,Completed
EEZ,Wilmington,Delaware,,,Completed
DKT,St. George,Utah,Washington County,,Completed
EKB,Bonsall,California,San Diego County,,In Production
DZU,Port St. Lucie,Florida,Port St Lucie County,,Completed
EKG,,Florida,Osceola County,WhartonSmith,In Production
EDQ,Parrish,Florida,Manatee County,ET Makenzie Co.,Completed
EBE,Palmetto,Florida,Manatee County,,Released to Production
EDF,Fort Mohave,Arizona,Mohave County,,Completed
EKA,Phoenix,Arizona,Maricopa County,,Released to Production
DVJ,,Arizona,Yuma County,,Completed
ECJ,Parrish,Florida,Manatee County,,Completed
EIG,Midlothian,Texas,,,Released to Production
DQP,Santa Paula,California,Ventura County,,Quote Sent to Sales
EHI,,Florida,Manatee County,,In Production
EGG,Scottsdale,Arizona,,,Released to Production
EEU,Fountain Valley,California,Orange County,,Completed
EGO,Kissimmee,Florida,Osceola County,"Cathcart Const., Sanpik",In Production
EDN,Phoenix,Arizona,,,Completed
EII,Raleigh,North Carolina,Wake County,,In Production
EMS,Parrish,Florida,Manatee County,,Released to Production
EIR,Olathe,Kansas,,,Released to Production
EDS,Jacksonville,Florida,Duval County,,Completed
EDS,Jacksonville,Florida,Duval County,,Completed
EDT,Cape Canaveral,Florida,Brevard County,Middlesex Corporation,Released to Production
EAZ,Yucca Valley,California,,,Completed
EAZ,Yucca Valley,California,,,Completed
EAZ,Yucca Valley,California,,,Completed
EKE,Tempe,Arizona,Maricopa County,,Released to Production
EMW,Santa Barbara,California,,,Partial Release
DRY,Gainesville,Florida,Alachua County,,Released to Production
EMA,,Florida,Manatee County,,Released to Production
DWP,Mesa,Arizona,Maricopa County,,Completed
EEO,Parrish,Florida,Manatee County,,Completed
EDF,Fort Mohave,Arizona,Mohave County,,Completed
EEA,San Diego,California,San Diego County,,In Production
ELO,Lemon Grove,California,San Diego County,,Released to Production
ELP,Rockford,Michigan,,,In Production
EET,Clemmons,North Carolina,,,Completed
EED,Lakewood Ranch,Florida,Manatee County,"C&M Roadbuilders, RIPA",Released to Production
DWP,Mesa,Arizona,Maricopa County,,Released to Production
EGP,Gainesville,Florida,Alachua County,,Released to Production
ECA,Kissimmee,Florida,Osceola County,Assured Excavating Inc,Completed
EGV,Bradenton,Florida,Manatee County,,Released to Production
EJQ,Bradenton,Florida,Manatee County,,In Production
ELH,,Florida,Lee County,,Released to Production
DZV,West Haven,Utah,Weber County,,Completed
DZO,Southlake,Texas,Tarrant County,,Released to Production
DLC,Phoenix,Arizona,,,Completed
EFK,,California,Marin County,,Completed
EFQ,Queen Creek,Arizona,Maricopa County,,Released to Production
EGT,Fort Worth,Texas,Tarrant County,,Released to Production
EEG,,Florida,Duval County,,Completed
EJY,Vicksburg,Michigan,Kalamazoo County,,Released to Production
DXM,Bradenton,Florida,Manatee County,,Released to Production
EGA,Jacksonville,Florida,Duval County,,Completed
EJK,St. George,Utah,,,In Production
EFY,St. Cloud,Florida,Osceola County,"Blue Ox, Hughes Brother Construcion, John M Hall",Completed
EEV,Las Vegas,Nevada,Clark County,Target Construction,Completed
EIV,El Cajon,California,San Diego County,,In Production
ECP,Scottsdale,Arizona,,,Completed
DWP,Mesa,Arizona,Maricopa County,,Completed
ECO,St. Cloud,Florida,Osceola County,WalRose,Released to Production
EHH,Fremont,Utah,,Phaze Concrete,In Production
EFF,Seaside,California,Monterey,,Completed
EKK,Maxton,North Carolina,,,Completed
EMQ,Tempe,Arizona,,,Released to Production
DPI,Palmetto,Florida,Manatee County,,Released to Production
EBI,St. Cloud,Florida,Osceola County,Advanced Earthworks,Released to Production
EDN,Phoenix,Arizona,,,Released to Production
EMT,Gainesville,Florida,GRU,Utility Service of Gainesville Inc,Released to Production
EKS,Kissimmee,Florida,Osceola County,"JMHC, JR Davis, Phillips Heavy Civil, Southern Development & Construction Inc.",Released to Production
EFR,Jacksonville,Florida,Duval County,,Completed
EFE,Jacksonville,Florida,Duval County,,Completed
EGN,Eastsound,Washington,San Juan County,,Completed
EJG,Bradenton,Florida,Manatee County,,In Production
EIB,Fort Mohave,Arizona,Mohave County,,Released to Production
EIT,Sierra Vista,Arizona,Cochise County,,Released to Production
ELS,Charlotte,North Carolina,,,In Production
EJW,Fort Mohave,Arizona,Mohave County,,Completed
ELF,Seward,Nebraska,,,Released to Production
EFM,Tucson,Arizona,Pima County,,Completed
ECI,Alvin,Texas,,,Released to Production
EFU,Carmel,California,Monterey County,,Completed
EBC,Dallas,Texas,,,Released to Production
EFN,,Utah,Weber County,,In Production
EAZ,Yucca Valley,California,,,In Production
EAZ,Yucca Valley,California,,,In Production
EFN,,Utah,Weber County,,In Production
EFS,,Florida,Brevard County,Sanpik,Cancelled
ELB,Lakeland,Florida,Polk County,"Dallas One, Kamminga & Roodvoets Inc., QGS Development, Tucker Paving",In Production
DWC,Port St. Lucie,Florida,Port St Lucie County,,Completed
EFQ,Queen Creek,Arizona,Maricopa County,,Released to Production
DWP,Mesa,Arizona,Maricopa County,,Released to Production
DWP,Mesa,Arizona,Maricopa County,,Released to Production
EBI,St. Cloud,Florida,Osceola County,Advanced Earthworks,Released to Production
EFS,,Florida,Brevard County,"Cathcart Const., Sanpik",In Production
EFS,,Florida,Brevard County,"Cathcart Const., Sanpik",In Production
EJA,Bradenton,Florida,Manatee County,,In Production
EFX,Lake Jackson,Texas,Brazoria County,,Released to Production
EAE,Gainesville,Florida,Alachua County,,Completed
EFY,St. Cloud,Florida,Osceola County,"Blue Ox, Hughes Brother Construcion, John M Hall",In Production
ECI,Alvin,Texas,,,Released to Production
DWC,Port St. Lucie,Florida,Port St Lucie County,,Completed
EGZ,,Florida,Manatee County,,Released to Production
DVX,Kissimmee,Florida,Osceola County,Vogel Bros Building,Released to Production
EFM,Tucson,Arizona,Pima County,,Completed
EFM,Tucson,Arizona,Pima County,,Completed
EAZ,Yucca Valley,California,,,Completed
EGR,Sachse,Texas,,,In Production
EIL,Tucson,Arizona,Pima County,,Released to Production
EFN,Ogden,Utah,,BHI Co.,Released to Production
EJT,,Florida,Palm Bay,,In Production
EGS,Jacksonville,Florida,Duval County,,Released to Production
EAF,Belleview,Florida,,,Completed
EHK,Kissimmee,Florida,Osceola County,CCC Site Development,Released to Production
EAT,New Braunfels,Texas,Comal County,,Submittal Sent to Sales
EJC,Apache Junction,Arizona,Pinal County,,Released to Production
EHO,San Tan Valley,Arizona,Pinal County,,Released to Production
EIH,Scottsdale,Arizona,Maricopa County,,Released to Production
EAE,Gainesville,Florida,Alachua County,,Released to Production
ELJ,City of Fresno,California,Fresno County,,Completed
ELI,Poinciana,Florida,Polk County,Invertech Solutions LLC,Released to Production
DVQ,Lakewood Ranch,Florida,Manatee County,Holland Enterprises,Released to Production
EIS,Bradenton,Florida,Manatee County,,In Production
EHL,Port St. Lucie,Florida,Port St Lucie County,,Completed
EHE,Peoria,Arizona,Maricopa County,,Released to Production
EHR,Houston,Texas,Harris County,,Released to Production
EHJ,Plumas Lake,California,Yuba County,,Completed
EHF,Lakewood Ranch,Florida,Manatee County,"C&M Roadbuilders, RIPA",Released to Production
EFT,,Florida,Osceola County,,Released to Production
DXF,Clinton,Utah,Davis County,,Completed
DRM,Chandler,Arizona,Maricopa County,,Released to Production
EGX,,Florida,Manatee County,WoodRuff and Sons,Completed
EMB,Miami,Florida,Miami-Dade County,,Released to Production
EIO,Lakewood,Washington,,,Completed
EJZ,,Arizona,Maricopa County,,Released to Production
ECI,Alvin,Texas,,,Released to Production
EFY,St. Cloud,Florida,Osceola County,"Blue Ox, Hughes Brother Construcion, John M Hall",In Production
EHC,Phoenix,Arizona,Maricopa County,,In Production
EHC,Phoenix,Arizona,Maricopa County,,In Production
EHV,Raleigh,Florida,Manatee County,,Released to Production
EHK,,North Carolina,Brunswick County,,Completed
EIN,Scottsdale,Arizona,Maricopa County,,Released to Production
EHS,Gainesville,Florida,Alachua County,,Completed
EKM,Peoria,Arizona,Maricopa County,,Released to Production
EFM,Tucson,Arizona,Pima County,,Released to Production
EHT,,Florida,,jea,Completed
EKY,Win Point,Wisconsin,Racine,,Released to Production
EHQ,City of Yuma,Nevada,Yuma County,,Released to Production
EHZ,Jacksonville,Florida,Duval County,,Released to Production
EKI,Gila River Indian Community,Arizona,Maricopa County,,Released to Production
EJN,Scottsdale,Arizona,Maricopa County,,Released to Production
EIQ,Mesa,Arizona,Maricopa County,,Released to Production
EKH,Bradenton,Florida,Manatee County,,Released to Production
EDA,,Florida,Osceola County,,Released to Production
ELN,Deltona,Florida,VOLUSIA,,Released to Production
EMP,St. Pete,Florida,Pinellas county,,Released to Production
EIZ,Camarillo,California,Ventura County,,In Production
EIP,,Florida,Gainesville,,Completed
EHC,Phoenix,Arizona,Maricopa County,,In Production
EFY,St. Cloud,Florida,Osceola County,"Blue Ox, Hughes Brother Construcion, John M Hall",Completed
DRF,Phoenix,Arizona,,,Released to Production
EKO,Boise,Idaho,,,Released to Production
EIA,Mims,Florida,Brevard County,MJC Land Development,Released to Production
EMD,Reno,Nevada,Washoe County,,Released to Production
EJG,Bradenton,Florida,Manatee County,,Released to Production
DZV,West Haven,Utah,Weber County,,Released to Production
EMK,Tucson,Arizona,Pima County,,Released to Production
EGX,,Florida,Manatee County,WoodRuff and Sons,Submittal Out For Approval
DPP,Mesquite,Texas,,,Released to Production
EJA,Bradenton,Florida,Manatee County,,Released to Production
EFU,Carmel,California,Monterey County,,Completed
EHC,Phoenix,Arizona,Maricopa County,,Released to Production
EMM,Allen,Texas,,,Released to Production
EMH,Salinas,California,Monterey,,Released to Production
DNV,La Verkin,Utah,Washington County,,Completed
EJO,Kissimmee,Florida,Osceola County,Blue Ox,Released to Production
EMN,Albuquerque,New Mexico,Bernalillo County,,Released to Production
EKF,Scottsdale,Arizona,Maricopa County,,Released to Production
EJU,San Antonio,Texas,,,Released to Production
EKP,Peoria,Arizona,Maricopa County,,Released to Production
EKL,St. George,Utah,,,In Production
EAZ,Yucca Valley,California,,,Released to Production
EJV,Chandler,Arizona,Maricopa County,,Released to Production
EKN,Kissimmee,Florida,Osceola County,Cathcart Const.,In Production
EKT,Scottsdale,Arizona,Maricopa County,,Released to Production
ELR,Brownsville,Texas,,,Released to Production
EAZ,Yucca Valley,California,,,Released to Production
EJU,San Antonio,Texas,,,Released to Production
EGX,,Florida,Manatee County,WoodRuff and Sons,Released to Production
EKU,,Florida,Santa Rosa County,,In Production
ECI,Alvin,Texas,,,Released to Production
EKQ,Queen Creek,Arizona,Maricopa County,,Released to Production
EAZ,Yucca Valley,California,,,Released to Production
ELD,Kansas City,Kansas,,,Released to Production
ELY,,Florida,Manatee County,,Released to Production
EKR,Port St. Lucie,Florida,Port St Lucie County,,Released to Production
EIJ,Park City,Utah,,,Released to Production
ELQ,Bradenton,Florida,Manatee County,,Released to Production
EJU,San Antonio,Texas,,,Released to Production
EMJ,Charlotte,North Carolina,,,In Production
DZO,Southlake,Texas,Tarrant County,,Shelved
ELU,Jacksonville,Florida,JEA,jea,Released to Production
ELW,Phoenix,Arizona,Maricopa County,,Released to Production
EKZ,Chandler,Arizona,Maricopa County,,Released to Production
EEY,Sulphur Springs,Texas,,,Released to Production
ELX,Jacksonville,Florida,,,Released to Production
ELM,Lakeland,Florida,Polk County,,Released to Production
EKR,Port St. Lucie,Florida,Port St Lucie County,,Released to Production
EGQ,,Virginia,Fairfax,,Cancelled
EKZ,Chandler,Arizona,Maricopa County,,Released to Production
EJK,St. George,Utah,,,Released to Production
EKZ,Chandler,Arizona,Maricopa County,,Released to Production
EKR,Port St. Lucie,Florida,Port St Lucie County,,Released to Production
EMY,Jacksonville,Florida,JEA,,Pending Release
EJM,,California,Riverside County,,Quote Out for approval
EMG,Salt Lake City,Utah,,Alder Construction,Released to Production
EMV,Avondale,Arizona,Maricopa County,,Released to Production
EJU,San Antonio,Texas,,,Released to Production
EJU,San Antonio,Texas,,,Submittal Out For Approval
EAZ,Yucca Valley,California,,,Released to Production
EKZ,Chandler,Arizona,Maricopa County,,Released to Production
ELK,,Florida,Manatee County,Graber,Quote Out for approval
EKR,Port St. Lucie,Florida,Port St Lucie County,,Released to Production
EAZ,Yucca Valley,California,,,Submittal Out For Approval
EMW,Santa Barbara,California,,,Released to Production
EMW,Santa Barbara,California,,,Submittal Out For Approval
